source_node_id,target_node_id
59750,59843
59750,59844
59750,59845
59750,59846
59750,59847
59750,59848
59848,59849
59848,59850
59848,59851
59848,59852
2291,59853
59853,59836
59836,59854
59836,59855
59836,59856
59836,59857
59836,59858
59836,59859
59836,59860
59836,59861
59836,59862
59836,59863
59836,59864
59836,59865
59836,59866
59836,59867
59836,59868
59836,59869
59836,59870
59836,59871
59836,59872
59836,59873
59836,59874
59836,59875
59836,59876
59836,59877
59836,59878
59836,59879
59836,59880
59836,59881
59836,59882
59836,59883
59836,59884
59836,59885
59836,59886
59836,59887
59836,59888
59836,59889
59836,59890
59836,59891
59836,59892
59836,59893
59836,59894
59836,59895
59836,59896
59836,59897
59853,59898
59898,59899
59898,59900
59898,59901
59898,59902
59898,59903
59898,59904
59898,59905
59898,59906
59898,59907
59898,59908
59898,59909
59898,59910
59898,59911
59898,59912
59898,59913
59898,59914
59898,59915
59898,59916
59898,59917
59898,59918
59898,59919
59898,59920
59898,59921
59898,59922
59898,59923
59898,59924
59898,59925
59898,59926
59898,59927
59898,59928
59898,59929
59898,59930
59898,59931
59898,59932
59898,59933
2,2292
2,2296
2296,60221
2296,60222
2296,60223
2296,60224
2296,60225
2,2298
2298,60112
2298,60113
2298,60114
2298,60115
2,2300
2300,60126
60126,60128
60126,60129
2300,60127
2,2301
2301,24811
2301,24812
2301,24813
2301,24814
2301,24815
2301,24816
2301,24817
2301,24818
2301,24819
2301,24820
2301,24821
2301,24822
2301,24823
2,2302
2302,2303
2303,57769
2303,57770
2303,57771
2303,57772
2303,57773
2303,57774
2303,57775
2303,57776
2302,2304
2302,2305
2305,65512
2305,65513
2305,65514
2305,65515
2305,65518
2305,65519
2305,65520
2305,65521
2302,2306
2302,57768
2,59583
59583,59934
59583,59965
59965,60032
60032,59584
60032,59935
60032,59936
60032,59946
60032,59957
59965,60033
60033,59587
60033,59591
60033,59592
60033,59988
60033,59991
60033,60012
60033,60017
60033,60024
60033,60027
59965,60034
60034,59585
60034,59589
60034,59938
60034,59945
60034,59947
60034,59949
60034,59950
60034,59955
60034,59958
60034,59960
60034,59961
60034,59967
60034,59968
60034,59969
60034,59970
60034,59973
60034,59974
60034,59975
60034,59978
60034,59979
60034,59980
60034,59982
60034,59983
60034,59985
60034,59986
60034,59987
60034,59989
60034,59990
60034,59992
60034,59993
60034,59994
60034,59995
60034,59996
60034,59997
60034,59998
60034,59999
60034,60000
60034,60001
60034,60002
60034,60003
60034,60004
60034,60005
60034,60006
60034,60008
60034,60009
60034,60010
60034,60011
60034,60013
60034,60014
60034,60015
60034,60016
60034,60019
60034,60020
60034,60021
60034,60022
60034,60023
60034,60028
60034,60029
59965,60035
60035,59590
60035,59966
60035,59971
60035,59976
60035,59977
60035,59981
60035,59984
60035,60007
60035,60018
60035,60025
60035,60026
59965,60036
60036,60037
60036,60038
60036,60039
60036,60040
60036,60041
60036,60042
60036,60043
60036,60044
60036,60045
60036,60046
60036,60047
60036,60048
60036,60049
60036,60050
59965,60051
60051,60052
60051,60053
60051,60054
60051,60055
60051,60056
60051,60057
60051,60058
60051,60059
60051,60060
60051,60061
60051,60062
60051,60063
60051,60064
60051,60065
60051,60066
60051,60067
60051,60068
60051,60069
59965,60070
60070,60071
60070,60072
60070,60073
59965,60074
60074,60075
60074,60076
60074,60077
60074,60078
60074,60079
60074,60080
60074,60081
60074,60082
60074,60083
60074,60084
60074,60085
60074,60086
60074,60087
60074,60088
60074,60089
59965,60090
60090,60091
60090,60092
60090,60093
60090,60094
60090,60095
60090,60096
60090,60097
60090,60098
60090,60099
60090,60100
59965,60101
60101,60242
60101,60243
60101,60244
59583,60030
60030,59937
60030,59939
60030,59941
60030,59942
60030,59943
60030,59944
60030,59948
60030,59952
59583,60031
60031,59940
60031,59951
60031,59953
60031,59956
59583,60102
60102,60103
60102,60104
60102,60105
60102,60106
60102,60107
60102,60108
60102,60109
60102,60110
60102,60111
2,59595
2,59596
59596,59649
59596,59650
2,59597
59597,59651
59597,59652
59597,59653
59597,59654
2,59598
59598,59655
59598,59656
59598,59657
59598,59658
59598,59659
59598,59660
2,59599
59599,59681
59599,59682
59599,59683
59599,59684
59599,59685
59599,59686
2,59600
59600,60116
59600,60117
59600,60118
59600,60119
59600,60120
59600,60121
59600,60122
2,59601
59601,60130
59601,60131
59601,60132
2,59602
59602,60146
59602,60147
59602,60148
59602,60149
59602,60150
59602,60151
59602,60152
59602,60153
59602,60154
59602,60155
59602,60156
59602,60157
59602,60158
59602,60159
59602,60160
59602,60161
59602,60162
59602,60163
59602,60164
59602,60165
59602,60166
59602,60167
59602,60168
59602,60169
59602,60170
59602,60171
59602,60172
59602,60173
59602,60174
59602,60175
59602,60176
59602,60177
59602,60178
59602,60179
59602,60180
59602,60181
59602,60182
59602,60183
59602,60184
59602,60185
59602,60186
59602,60187
59602,60188
59602,60189
59602,60190
59602,60191
59602,60192
59602,60193
59602,60194
59602,60195
59602,60196
59602,60197
59602,60198
59602,60199
59602,60200
59602,60201
59602,60202
59602,60203
59602,60204
59602,60205
59602,60206
59602,60207
59602,60208
59602,60209
59602,60210
59602,60211
59602,60212
2,59603
59603,60213
59603,60214
59603,60215
59603,60216
59603,60217
59603,60218
59603,60219
59603,60220
2,59604
59604,60226
59604,60227
1,3
3,2372
2372,2373
2373,2374
2374,2458
2458,2459
2459,2466
2466,2496
2496,2497
2497,19227
2497,19228
2497,19229
2497,19230
19230,19231
19231,19232
19232,19243
19243,19244
19243,19245
19245,19246
19246,19247
19247,19248
19247,19249
19246,19250
19245,19251
19232,19252
19231,19233
19230,19234
19234,19235
19235,24272
24272,24267
24272,24270
24272,24271
24272,24273
24273,24268
24273,24269
19235,27777
27777,19236
27777,19238
19238,24774
19238,24785
24785,24775
24785,24793
24793,24776
24793,24787
24787,24777
24787,24789
24789,24786
24786,24778
24786,24779
24789,24788
24788,24791
24791,24782
24791,24790
24790,24780
24790,24781
24788,24792
24792,24783
24792,24784
19238,24794
19234,19239
19239,19240
19240,19253
19253,19254
19253,19255
19255,19256
19255,19257
19257,19258
19257,19259
19259,19260
19259,19261
19261,19262
19261,19263
19240,19264
19240,19265
19239,19241
2496,2498
2498,19337
2498,19338
19338,19339
19339,19340
19339,19341
19339,19342
19338,19343
19343,19344
19343,19345
19343,19346
19343,19347
2466,2499
2499,14819
2499,14820
14820,14821
14820,14822
14822,14823
14823,14824
14823,14825
14822,14826
14826,14828
14828,15928
14828,15929
15929,15930
15929,15931
15931,15932
15931,15933
15931,15934
15934,15935
15934,15936
14826,14829
14829,14831
14831,15908
15908,15909
15909,15910
15910,15911
15911,15912
15912,15913
15912,15914
15911,15915
15910,15916
15910,15917
15910,15918
15910,15919
15910,15920
15910,15921
15921,15922
15921,15923
15909,15924
15908,15925
14831,15926
14829,14832
14829,14833
14833,14834
14834,16902
16902,16903
16903,16904
16904,16920
16920,16921
16921,16922
16922,16923
16923,16924
16924,16925
16925,16926
16926,16927
16926,16928
16925,16929
16924,16930
16923,16931
16922,16932
16932,16933
16932,16934
16921,16935
16920,16936
16904,16937
16903,16905
16905,16917
16905,16918
16902,16906
16906,16914
16906,16915
14834,16907
16907,16909
16907,16910
16907,16911
16907,16912
14833,14835
14833,14836
14836,14837
14837,15367
15367,15368
15368,15369
15369,15370
15369,15371
15368,15372
15367,15373
14837,15374
14836,14838
14838,14839
14839,15899
15899,15900
15900,15901
15901,15902
15901,15903
15900,15904
15899,15905
14839,15906
14838,14840
14840,14841
14841,16899
14841,16900
14840,14842
14842,16884
16884,16885
16885,16886
16886,16887
16887,16888
16888,16889
16889,16890
16889,16891
16888,16892
16887,16893
16886,16894
16885,16895
16884,16896
14842,16897
14840,14843
14843,14919
14919,14920
14920,14921
14921,14922
14922,14942
14922,14943
14922,14944
14944,14945
14945,14946
14945,14947
14944,14948
14948,14949
14948,14950
14950,14951
14950,14952
14952,14975
14975,14976
14976,14977
14977,14978
14978,14979
14979,14980
14980,14981
14981,14982
14982,14983
14983,14984
14984,14985
14985,14986
14986,14987
14987,14988
14988,14989
14989,14990
14990,14845
14845,14954
14954,14955
14954,14956
14845,14957
14957,14958
14957,14959
14959,14960
14959,14961
14961,14962
14961,14963
14963,14964
14963,14965
14965,14966
14965,14967
14967,14968
14967,14969
14969,14970
14969,14971
14971,14972
14971,14973
14973,15022
14973,15023
14973,15024
14973,15025
14973,15026
15026,15027
15026,15028
15028,15029
15028,15030
15030,15031
15030,15032
15030,15033
15030,15034
15030,15035
15030,15036
15030,15037
15030,15038
15030,15039
15030,15040
15040,15989
15040,15990
15990,15991
15991,16250
16250,16251
16250,16252
15991,16253
15990,15992
15990,15993
15993,15994
15994,16242
15994,16243
15994,16244
15994,16245
15994,16246
15994,16247
15994,16248
15993,15995
15995,15996
15995,15997
15997,15952
15952,15953
15953,16153
15953,16154
16154,16155
16155,16156
16155,16157
16154,16158
15952,15954
15954,16270
15954,16271
15954,16272
16272,16274
16272,16275
16275,16276
16275,16277
16275,16278
16275,16279
16275,16280
16275,16281
16272,16282
16282,16283
16283,16284
16283,16285
16282,16286
16286,16287
16286,16288
15997,15955
15955,15956
15956,15957
15957,15958
15958,16226
15958,16227
15957,15959
15959,16453
16453,50665
50665,16461
16461,16525
16525,16526
16525,16527
16525,50658
16461,16528
16528,16530
16528,16533
16533,16532
16533,16536
16536,50694
50694,50695
50694,50696
50694,50697
50694,50698
16536,50699
50699,50700
50700,50701
50700,50702
50700,50703
50700,50704
50700,50705
50700,50706
50700,50707
50700,50708
50699,50709
50699,50710
50710,50711
50711,50712
50711,50713
50711,50714
50711,50715
50711,50716
50716,50717
50716,50718
50711,50719
50711,50720
50711,50721
50711,50723
50711,50724
50711,50725
50710,50726
50726,50727
50726,50728
50699,50729
50729,50730
50730,50731
50731,50732
50731,50733
50731,50734
50731,50735
50731,50736
50731,50737
50731,50738
50731,50739
50730,50740
50740,50741
50740,50742
50742,50743
50742,50744
50729,50745
50699,50746
50746,50747
50747,50748
50748,50749
50748,50750
50748,50751
50748,50752
50747,50753
50746,50754
50754,50755
50754,50756
50754,50757
50757,50758
50757,50759
50754,50760
50754,50761
50754,50762
50746,50763
50763,50764
50764,50765
50764,50766
50764,50767
50763,50768
50768,50769
50768,50770
50768,50771
50763,50772
50763,50773
50763,50774
50763,50775
50775,50776
50775,50777
50763,50778
50778,50779
50778,50780
50778,50781
50763,50782
50763,50783
50763,50784
50763,50785
50785,50786
50785,50787
50699,50788
50699,50789
50699,50790
50699,50791
50699,50792
50699,50793
50699,50794
16533,50662
50662,16538
16538,50795
16538,50796
16538,50797
16538,50798
50662,16539
16528,16540
16528,16545
16545,16546
16545,16547
16545,50663
50663,16548
16548,16584
16584,16488
16488,16489
16489,16490
16489,16491
16488,16492
16492,16494
16492,16495
16492,16496
16492,16497
16584,16585
16585,16607
16585,16608
16585,16609
16585,16611
16585,16612
16585,16614
16614,16613
16614,50677
16585,16615
16584,16586
16586,16622
16586,16623
16584,16587
16587,16555
16587,16560
16560,16566
16560,16572
16560,16573
16560,16575
16560,50666
50666,16562
16562,16564
16562,50669
50669,16563
50669,16565
50666,50667
50667,16574
50667,50668
50668,16558
50668,16559
50666,50670
50670,16568
16568,16569
16568,16570
50670,16571
50670,50671
50671,16567
50671,16576
16587,50672
16584,16589
16589,16475
16475,16477
16477,16478
16478,16479
16478,16480
16477,16481
16475,16483
16589,16482
16589,16484
16589,16485
16589,16486
16589,16487
16589,16579
16589,50678
50678,16578
50678,16590
16584,16591
16584,16592
16592,16675
16675,16632
16632,16633
16633,16634
16634,16635
16635,16636
16635,16637
16635,16638
16635,16639
16635,16640
16634,16641
16633,16642
16633,16643
16632,16644
16675,16645
16592,16676
16676,16677
16677,16649
16677,16650
16677,16651
16677,16652
16676,16678
16678,16680
16680,16665
16680,16666
16680,16667
16680,16668
16678,16681
16678,16682
16682,16683
16683,16706
16683,50687
50687,16726
16726,16727
16726,16728
50687,50688
50688,16709
16709,16711
16709,50689
50689,16708
50689,16710
50688,16712
16712,16713
16713,16714
16714,16715
16715,16716
16716,16717
16716,16718
16716,16724
16715,16719
16719,16720
16719,16721
16714,16722
16713,16723
16712,16725
16682,16687
16682,50673
50673,16684
16684,16685
16685,16627
16685,16628
16628,16629
16628,16630
16684,16686
50673,16692
16692,16672
16692,16673
16678,50674
16676,50675
50675,16662
50675,16663
50675,16664
16592,16693
16592,16694
16584,16610
16584,16689
16584,16690
16584,16699
16699,16654
16699,16655
16699,16656
16584,16701
16584,50676
50676,16698
50676,16700
16700,16703
16700,16704
16584,50679
16548,50664
50664,16582
16582,16594
16582,16597
16597,16600
16600,16598
16600,65510
16597,16601
16597,16603
16603,16599
16603,65508
16603,65509
16597,16604
16597,16605
16597,65507
16597,65511
65511,16596
65511,16602
50664,16583
16583,16499
16583,16500
16583,16501
16501,16502
16501,16503
16501,16504
16504,16505
16504,16506
16506,16507
16506,16508
16508,16509
16508,16510
16510,16511
16511,16512
16512,16513
16512,16514
16511,16515
16511,16516
16510,16517
16517,16518
16518,16519
16518,16520
16517,16521
16521,16522
16521,16523
50663,16550
50663,16551
16551,16617
16551,16618
16551,16619
16551,16620
16528,50659
50659,16541
50659,50660
50660,16542
50660,16543
50660,50661
50661,16529
50661,16531
50665,16463
16453,65349
65349,16464
65349,16465
16453,65350
65350,16457
65350,16462
15959,16458
15959,65351
65351,16454
16454,16455
16454,16456
16456,16808
16808,50680
50680,16817
16817,16819
16817,16820
16817,16821
50680,50681
50681,16811
16811,16778
16811,16779
16811,50693
50693,16774
50693,16775
50693,16776
16776,16751
16751,16752
16752,16753
16753,16754
16754,16755
16754,16756
16753,16757
16752,16758
16758,16759
16758,16760
16751,16761
16751,16762
16762,16763
16762,16764
16751,16765
16751,16766
16776,16767
16767,16768
16767,16769
16769,16770
16769,16771
16767,16772
50693,16777
50681,50691
50691,16813
16813,16799
16813,16800
16813,16801
50691,50692
50692,16746
50692,16748
50692,16749
16808,50683
50683,16807
16807,16784
16807,16785
16807,16786
16807,16787
16807,16788
16807,16789
16807,16790
16807,16791
16807,16792
16807,16793
16807,16794
16807,16795
16807,16796
16807,16797
50683,50684
50684,16815
16815,16803
16815,50685
50685,16805
50685,16812
16812,16781
16812,16782
50684,16816
16808,50690
50690,16809
16809,16733
16809,16734
16809,16735
16809,16736
16809,16737
16809,16738
16809,16739
16809,16740
16809,16741
16809,16742
16809,16743
16809,16744
50690,16810
16456,16814
16456,50686
65351,16467
15959,65352
65352,16466
65352,16468
16468,16469
16468,16470
16468,16471
16468,16472
16468,16473
15956,15960
15960,16229
15960,16230
15960,16231
15960,16232
15960,16233
15960,16237
15960,16238
15960,16239
16239,30126
16239,30127
16239,30128
15960,16240
15960,30130
30130,16235
16235,30117
16235,30118
16235,30119
16235,30120
16235,30121
16235,30122
16235,30124
16235,30125
16235,30129
30130,30131
30131,16234
30131,30132
30132,16236
30132,30123
15955,15961
15961,15962
15962,15963
15963,16290
16290,16291
16291,16292
16292,16302
16302,16303
16303,16304
16304,16305
16305,16306
16306,16307
16307,16308
16307,16309
16306,16310
16305,16311
16304,16312
16303,16313
16313,16314
16313,16315
16302,16316
16316,16317
16316,16318
16292,16319
16319,16320
16320,16321
16320,16322
16322,16323
16322,16324
16319,16325
16325,16326
16325,16327
16327,16328
16328,16329
16328,16330
16327,16331
16291,16293
16293,16297
16297,16381
16381,16382
16382,16383
16382,16384
16384,16385
16385,16386
16385,16387
16384,16388
16388,16389
16388,16390
16381,16391
16391,16392
16392,16393
16393,16394
16393,16395
16392,16396
16391,16397
16297,16398
16398,16399
16399,16400
16399,16401
16398,16402
16402,16403
16402,16404
16404,16405
16405,16406
16405,16407
16404,16408
16293,16298
16298,16299
16299,16410
16410,65353
16410,65354
16299,16411
16411,16412
16412,16413
16413,26564
16413,26565
16412,16414
16414,16415
16414,16416
16416,16417
16416,16418
16418,16421
16418,16422
16418,16423
16418,16424
16418,16425
16411,16419
16419,65355
16419,65356
16298,16300
16300,16428
16428,16429
16429,16430
16430,16431
16431,16432
16432,16433
16432,16434
16432,16435
16431,16436
16430,16437
16429,16438
16428,16439
16300,16440
16300,16441
16290,16294
16294,16374
16374,16375
16374,16376
16294,16377
16377,16378
16377,16379
15963,16295
16295,16360
16360,16361
16361,16364
16364,23827
16364,23828
16361,16365
16365,23818
16365,23819
16361,23823
16361,23824
16361,23825
16361,23826
16361,23831
16360,16366
16366,16369
16366,16371
16371,23816
16371,23817
16366,16372
16366,23815
16366,52140
16360,52137
16360,52138
16360,52139
16295,23814
23814,16333
16333,16334
16334,16335
16335,16337
16337,16338
16337,16339
16339,23779
16339,23780
16339,23781
16335,16341
16335,23788
23788,16340
23788,23783
23788,23784
23788,23785
23788,23786
16335,30116
16334,23836
23836,23804
23804,16346
16346,16347
16346,16349
16349,23800
16349,23801
16349,23802
16346,16350
23804,23803
23803,23805
23805,23809
23805,23810
23805,23813
23803,23806
23803,23808
23803,23812
23812,23807
23812,23811
23836,23832
23832,23833
23832,23834
23832,23835
16333,16343
16343,23793
16343,23794
16343,23795
16343,23796
16343,23797
16343,23798
16343,23799
16333,16351
16351,16352
16352,16353
16353,16354
16354,23777
16354,23778
16353,16355
16352,16356
16356,23775
16356,23776
16351,16357
16357,16358
16357,16359
16333,23789
23789,23790
23789,23791
23789,23792
23814,23830
23830,16345
23830,23829
16295,52136
15962,15964
15964,16824
15964,16829
15964,50799
50799,16823
50799,16827
16827,50815
16827,50816
50799,50800
50800,16825
16825,50801
16825,50802
16825,50803
16825,50804
16825,50805
16825,50806
16825,50807
16825,50808
16825,50809
16825,50810
16825,50811
16825,50812
16825,50813
16825,50814
16825,50818
16825,50819
16825,50820
50800,16826
50800,16828
15961,15965
15965,15966
15966,16076
15966,16077
16077,16078
16077,16079
16079,16080
16079,16081
16081,16082
16081,16083
16083,16084
16083,16085
16085,16087
16085,16088
16088,16089
16089,16090
16090,16128
16090,16129
16089,16091
16091,16123
16091,16124
16124,16125
16124,16126
16126,16120
16126,16121
16088,16092
16092,16093
16093,16113
16113,16114
16114,16115
16114,16116
16113,16117
16093,16118
16092,16094
16094,16095
16095,16106
16095,16107
16107,16108
16107,16109
16109,16110
16109,16111
16094,16096
16096,16097
16097,16103
16103,16100
16103,16101
16097,16104
16096,16140
16140,16131
16140,16132
16132,16133
16132,16134
16134,16135
16134,16136
16136,16137
16136,16138
15965,15967
15967,16142
15967,16143
16143,16144
16143,16145
16145,16146
16145,16147
16147,16148
16147,16149
16149,16150
16149,16151
15955,15968
15968,16205
15968,16206
16206,16178
16206,16179
16206,16180
16180,16181
16180,16182
16206,16183
16183,16184
16184,16185
16184,16186
16183,16187
16187,16188
16187,16189
16187,16190
16206,16191
16191,16192
16191,16193
16191,16194
16191,16195
16191,16196
16206,16197
16197,16198
16197,16199
16206,16200
16200,16201
16200,16202
16200,16203
15968,16207
15968,16208
15968,16209
15968,16210
15968,16211
15968,16212
15968,16213
15968,16214
15968,16215
15968,16216
15968,16217
15968,16218
15968,16219
15968,16220
15968,16221
15968,16222
15968,16223
15968,16224
16224,60271
60271,60272
60272,60274
60272,60275
60271,60278
16224,60301
60301,60279
60279,60281
60279,60287
60279,60303
60303,60284
60303,60290
60301,60302
60302,60248
60248,60266
60266,60268
60266,60269
60266,60270
60248,69962
69962,60251
69962,60252
60252,60253
60252,60255
60252,60256
60252,60257
60252,60258
60252,60259
60252,60260
60252,60261
60252,60262
60252,60263
60252,60264
60252,60265
60252,60309
60252,60310
60252,60311
60252,60312
60252,60313
60252,60314
60252,60315
60302,60306
60302,60307
60302,60308
60308,60247
60308,60304
15955,15969
15969,15970
15969,15971
15971,16003
16003,16004
16003,16005
16003,16006
16003,16007
16003,16008
16003,16009
16003,16010
15971,16011
16011,16012
16011,16013
16011,16014
16011,16015
16011,16016
16011,16017
16011,16018
16011,16019
16019,16020
16019,16021
15955,15972
15972,15973
15972,15974
15974,15975
15975,15976
15976,16001
16001,50865
16001,50867
16001,50868
16001,50870
16001,50876
16001,51143
51143,50877
50877,52399
50877,52400
50877,52401
52401,50981
52401,52402
52401,52403
52401,52404
52401,52405
52401,52406
52401,52407
52407,50980
52407,52429
52407,52430
52407,52431
52407,52432
52407,52433
52407,52434
52407,52436
52401,52409
52401,52410
52401,52411
52401,52412
52401,52413
52401,52414
52401,52416
52401,52417
52401,52418
52401,52419
52401,52420
52401,52421
50877,52408
50877,52422
50877,52423
50877,52424
50877,52425
50877,52426
50877,52427
50877,52428
50877,52435
50877,52437
50877,52438
51143,51149
51149,50871
50871,50924
50871,50925
50871,50926
50871,50927
50871,51144
50871,51145
50871,52354
51149,50875
51149,50878
50878,51150
50878,51154
51154,50982
51154,51019
51019,51020
51019,51021
51019,51022
51154,51023
51154,51156
51156,51157
51157,50984
50984,50985
50984,50986
51157,50987
50987,50988
50987,50989
50987,50990
51157,51158
51158,50983
51158,50991
51157,52585
51157,52586
51157,52587
51157,52588
51157,52589
51157,52590
51157,52591
51156,51159
51159,51122
51159,51124
51159,51125
51159,51126
51159,51127
51127,51128
51127,51129
51127,51130
51159,52583
51159,52584
51154,51160
51160,51025
51160,51161
51161,51099
51099,51100
51099,51101
51161,52124
52124,51064
52124,51065
52124,51066
51066,51067
51066,51068
51066,51069
51066,51070
51066,51071
51066,51072
51066,51073
51066,51074
51066,51075
52124,51076
51076,51077
51076,51078
51076,51079
52124,51089
51089,51090
51089,51091
51089,51092
51089,51093
51089,51094
51089,51095
52124,51096
51096,51097
51096,51098
51161,52125
52125,51080
51080,51081
51080,51082
51080,51083
51080,51084
51080,51085
51080,51086
52125,51087
52125,51088
51161,52476
52476,52477
52476,52478
52476,52479
52476,52480
52476,52481
52476,52482
52476,52483
52476,52484
52476,52485
52476,52486
52476,52487
52476,52488
52476,52489
52476,52490
52476,52491
52476,52492
52476,52493
52476,52494
52476,52495
52476,52496
52476,52497
52476,52498
52476,52499
52476,52500
52476,52501
52476,52502
52476,52503
52476,52504
52476,52505
52476,52506
52476,52507
52476,52508
52476,52509
52476,52510
52476,52511
52476,52512
52476,52513
52476,52514
52476,52515
52476,52516
52476,52517
52476,52518
52476,52519
52476,52520
52476,52521
52476,52638
51154,51163
51163,51103
51163,51107
51163,51108
51163,51109
51163,51110
51163,51112
51163,51115
51163,51120
51163,51121
51163,52121
52121,51104
52121,51114
52121,51119
51163,52122
52122,51106
52122,51111
52122,51113
52122,51116
51163,52123
52123,51105
52123,51117
52123,51118
51154,51164
51164,51131
51164,51165
51165,51132
51132,51133
51132,51134
51132,51135
51132,51136
51132,51137
51165,51138
51138,51139
51138,51141
51138,51142
51165,52731
52731,52573
52731,52574
52731,52575
52731,52576
52731,52577
52731,52578
52731,52579
52731,52580
52731,52581
52731,52582
51154,51166
51166,50992
51166,50993
51166,50994
51166,50995
51166,50996
50996,50997
50996,50998
50996,50999
50996,51000
50996,51001
50996,51002
50996,51003
50996,51004
50996,51005
50996,51006
50996,51007
50996,51008
50996,51009
50996,51010
50996,51011
50996,51012
51166,51013
51166,51014
51014,51015
51014,51016
51014,51017
51014,51018
51166,51024
51166,51026
51026,51027
51026,51028
51026,51029
51166,51030
51030,51031
51030,51032
51030,51033
51166,51034
51166,52459
51166,52460
51166,52461
51166,52462
51166,52463
51166,52464
51166,52465
51166,52466
51166,52467
51166,52468
51166,52469
51166,52470
51166,52471
51166,52472
50878,52722
52722,52441
52722,52442
52722,52443
52722,52444
52722,52445
52722,52446
52722,52447
52722,52448
52722,52449
52722,52450
52722,52451
52722,52452
52722,52453
52722,52454
52722,52455
52722,52473
52722,52474
52722,52475
51143,52358
52358,50872
50872,52672
50872,52673
50872,52674
50872,52675
52358,52359
52358,52360
52358,52361
52358,52362
52358,52363
52358,52364
52358,52365
52358,52366
52358,52367
52358,52368
52358,52369
52358,52370
52358,52371
52358,52372
52358,52373
52358,52374
52358,52375
52358,52376
52358,52377
52358,52378
51143,52439
52439,50873
52439,50874
52439,52340
52439,52349
52439,52350
52439,52351
52439,52352
52439,52353
52439,52355
52439,52356
52439,52357
52439,52440
52439,52456
52439,52457
16001,51177
51177,50866
50866,50920
50866,50921
50866,51178
50866,51181
51181,50922
51181,51182
51181,51183
50866,51184
51184,50923
51184,51185
50866,51186
50866,51187
50866,51188
50866,51189
50866,51190
51177,50869
16001,52348
15976,30340
30340,30364
30340,30365
30340,30367
30340,30374
30340,30376
30376,30366
30376,30370
30376,30371
30376,30373
30376,30377
30376,30380
30376,30386
30376,30387
15976,33122
33122,30339
30339,51719
51719,51720
51719,51745
51719,51754
30339,51722
30339,51742
30339,51758
30339,51805
51805,51725
51805,51737
51805,51744
51805,51746
51805,51750
51805,51753
51805,51806
30339,51857
51857,51724
51857,51726
51857,51730
30339,51858
51858,51731
51858,51734
51858,51735
51858,51739
51858,51743
30339,51859
