node_id,node_name,child_nodes,leaf_node,tolorg_link,extinct,confidence,phylesis
2357,Nodularia,0,0,0,0,0,0
2358,Nostoc,0,0,0,0,0,0
2359,Scytonema,0,0,0,0,0,0
2361,Calothrix,0,0,0,0,0,0
2362,Rivularia,0,0,0,0,0,0
2363,Tolypothrix,0,0,0,0,0,0
2364,Subsection V,6,0,0,0,0,0
2365,Chlorogloeopsis,0,0,0,0,0,0
2366,Fischerella,0,0,0,0,0,0
2367,Geitleria,0,0,0,0,0,0
2368,Iyengariella,0,0,0,0,0,0
2369,Nostochopsis,0,0,0,0,0,0
2370,Stigonema,0,0,0,0,0,0
2291,Firmicutes,3,0,1,0,0,0
59687,Clostridia,3,0,1,0,0,0
59688,Clostridiales,8,0,1,0,0,0
59689,Clostridiaceae,23,0,0,0,0,0
59690,Acetivibrio,0,0,0,0,0,0
59691,Acidaminobacter,0,0,0,0,0,0
59692,Alkaliphilus,0,0,0,0,0,0
59693,Anaerobacter,0,0,0,0,0,0
59694,Anaerotruncus,0,0,0,0,0,0
59695,Bryantella,0,0,0,0,0,0
59696,Caloramator,0,0,0,0,0,0
59697,Caloranaerobacter,0,0,0,0,0,0
59698,Caminicella,0,0,0,0,0,0
59699,Clostridium,0,0,0,0,0,0
59700,Coprobacillus,0,0,0,0,0,0
59701,Dorea,0,0,0,0,0,0
59702,Faecalibacterium,0,0,0,0,0,0
59703,Hespellia,0,0,0,0,0,0
59704,Natronincola,0,0,0,0,0,0
59705,Oxobacter,0,0,0,0,0,0
59706,Parasporobacterium,0,0,0,0,0,0
59707,Sarcina,0,0,0,0,0,0
59708,Soehngenia,0,0,0,0,0,0
59710,Tepidibacter,0,0,0,0,0,0
59711,Thermobrachium,0,0,0,0,0,0
59712,Thermohalobacter,0,0,0,0,0,0
59713,Tindallia,0,0,0,0,0,0
59714,Lachnospiraceae,15,0,0,0,0,0
59715,Acetitomaculum,0,0,0,0,0,0
59716,Anaerofilum,0,0,0,0,0,0
59717,Anaerostipes,0,0,0,0,0,0
59718,Butyrivibrio,0,0,0,0,0,0
59719,Catenibacterium,0,0,0,0,0,0
59720,Catonella,0,0,0,0,0,0
59721,Coprococcus,0,0,0,0,0,0
59722,Johnsonella,0,0,0,0,0,0
59723,Lachnobacterium,0,0,0,0,0,0
59724,Lachnospira,0,0,0,0,0,0
59725,Pseudobutyrivibrio,0,0,0,0,0,0
59726,Roseburia,0,0,0,0,0,0
59727,Ruminococcus,0,0,0,0,0,0
59728,Shuttleworthia,0,0,0,0,0,0
59729,Sporobacterium,0,0,0,0,0,0
59730,Peptostreptococcaceae,12,0,0,0,0,0
59731,Anaerococcus,0,0,0,0,0,0
59732,Filifactor,0,0,0,0,0,0
59733,Finegoldia,0,0,0,0,0,0
59734,Fusibacter,0,0,0,0,0,0
59735,Gallicola,0,0,0,0,0,0
59736,Helcococcus,0,0,0,0,0,0
59737,Micromonas,0,0,0,0,0,0
59738,Peptoniphilus,0,0,0,0,0,0
59739,Peptostreptococcus,0,0,0,0,0,0
59740,Sedimentibacter,0,0,0,0,0,0
59741,Sporanaerobacter,0,0,0,0,0,0
59742,Tissierella,0,0,0,0,0,0
59743,Eubacteriaceae,5,0,0,0,0,0
59744,Acetobacterium,0,0,0,0,0,0
59745,Anaerovorax,0,0,0,0,0,0
59746,Eubacterium,0,0,0,0,0,0
59747,Mogibacterium,0,0,0,0,0,0
59748,Pseudoramibacter,0,0,0,0,0,0
59751,Peptococcaceae,10,0,0,0,0,0
59752,Carboxydothermus,0,0,0,0,0,0
59753,Dehalobacter,0,0,0,0,0,0
59754,Desulfitobacterium,0,0,0,0,0,0
59755,Desulfonispora,0,0,0,0,0,0
59756,Desulfosporosinus,0,0,0,0,0,0
59757,Desulfotomaculum,0,0,0,0,0,0
59758,Pelotomaculum,0,0,0,0,0,0
59759,Peptococcus,0,0,0,0,0,0
59760,Syntrophobotulus,0,0,0,0,0,0
59761,Thermoterrabacterium,0,0,0,0,0,0
59762,Heliobacteriaceae,4,0,0,0,0,0
59763,Heliobacillus,0,0,0,0,0,0
59764,Heliobacterium,0,0,0,0,0,0
59765,Heliophilum,0,0,0,0,0,0
59766,Heliorestis,0,0,0,0,0,0
59767,Acidaminococcaceae,26,0,0,0,0,0
59768,Acetonema,0,0,0,0,0,0
59769,Acidaminococcus,0,0,0,0,0,0
59770,Allisonella,0,0,0,0,0,0
59771,Anaeroarcus,0,0,0,0,0,0
59772,Anaeroglobus,0,0,0,0,0,0
59773,Anaeromusa,0,0,0,0,0,0
59774,Anaerosinus,0,0,0,0,0,0
59775,Anaerovibrio,0,0,0,0,0,0
59776,Centipeda,0,0,0,0,0,0
59777,Dendrosporobacter,0,0,0,0,0,0
59778,Dialister,0,0,0,0,0,0
59779,Megasphaera,0,0,0,0,0,0
59780,Mitsuokella,0,0,0,0,0,0
59781,Papillibacter,0,0,0,0,0,0
59782,Pectinatus,0,0,0,0,0,0
59783,Phascolarctobacterium,0,0,0,0,0,0
59784,Propionispira,0,0,0,0,0,0
59785,Propionispora,0,0,0,0,0,0
59786,Quinella,0,0,0,0,0,0
59787,Schwartzia,0,0,0,0,0,0
59788,Selenomonas,0,0,0,0,0,0
59789,Sporomusa,0,0,0,0,0,0
59790,Succiniclasticum,0,0,0,0,0,0
59791,Succinispira,0,0,0,0,0,0
59792,Veillonella,0,0,0,0,0,0
59793,Zymophilus,0,0,0,0,0,0
59794,Syntrophomonadaceae,15,0,0,0,0,0
59795,Acetogenium,0,0,0,0,0,0
59796,Aminobacterium,0,0,0,0,0,0
59797,Aminomonas,0,0,0,0,0,0
59798,Anaerobaculum,0,0,0,0,0,0
59799,Anaerobranca,0,0,0,0,0,0
59800,Caldicellulosiruptor,0,0,0,0,0,0
59801,Carboxydocella,0,0,0,0,0,0
59802,Dethiosulfovibrio,0,0,0,0,0,0
59803,Pelospora,0,0,0,0,0,0
59804,Syntrophospora,0,0,0,0,0,0
59805,Syntrophothermus,0,0,0,0,0,0
59806,Thermoaerobacter,0,0,0,0,0,0
59807,Thermanaerovibrio,0,0,0,0,0,0
59808,Thermohydrogenium,0,0,0,0,0,0
59809,Thermosyntropha,0,0,0,0,0,0
59749,Thermoanaerobacteriales,14,0,1,0,0,0
59810,Ammonifex,0,0,0,0,0,0
59811,Caldanaerobacter,0,0,0,0,0,0
59812,Carboxydobrachium,0,0,0,0,0,0
59813,Coprothermobacter,0,0,0,0,0,0
59814,Gelria,0,0,0,0,0,0
59815,Moorella,0,0,0,0,0,0
59816,Sporotomaculum,0,0,0,0,0,0
59817,Thermacetogenium,0,0,0,0,0,0
59818,Thermanaeromonas,0,0,0,0,0,0
59819,Thermoanaerobacter,0,0,0,0,0,0
59820,Thermoanaerobacterium,0,0,0,0,0,0
59821,Thermoanaerobium,0,0,0,0,0,0
59822,Thermovenabulum,0,0,0,0,0,0
59823,Thermodesulfobium,0,0,0,0,0,0
59824,Haloanaerobiales,11,0,1,0,0,0
59825,Acetohalobium,0,0,0,0,0,0
59826,Halanaerobacter,0,0,0,0,0,0
59827,Halanaerobium,0,0,0,0,0,0
59828,Halonatronum,0,0,0,0,0,0
59829,Halobacteroides,0,0,0,0,0,0
59830,Halocella,0,0,0,0,0,0
59831,Halothermothrix,0,0,0,0,0,0
59832,Natroniella,0,0,0,0,0,0
59833,Orenia,0,0,0,0,0,0
59834,Selenihalanaerobacter,0,0,0,0,0,0
59835,Sporohalobacter,0,0,0,0,0,0
59750,Mollicutes,12,0,1,0,0,0
59837,Acholeplasma,0,0,0,0,0,0
59838,Anaeroplasma,0,0,0,0,0,0
59839,Asteroleplasma,0,0,0,0,0,0
59840,Entomoplasma,0,0,0,0,0,0
59841,Eperythrozoon,0,0,0,0,0,0
59842,Haemobartonella,0,0,0,0,0,0
59843,Mesoplasma,0,0,0,0,0,0
59844,Mycoplasma,0,0,0,0,0,0
59845,Phytoplasma,0,0,0,0,0,0
59846,Spiroplasma,0,0,0,0,0,0
59847,Ureaplasma,0,0,0,0,0,0
59848,Erysipelotrichaceae,4,0,0,0,2,0
59849,Bulleidia,0,0,0,0,0,0
59850,Erysipelothrix,0,0,0,0,0,0
59851,Holdemania,0,0,0,0,0,0
59852,Solobacterium,0,0,0,0,0,0
59853,Bacilli,2,0,1,0,0,0
59836,Bacillales,44,0,0,0,0,0
59854,Alicyclobacillus,0,0,0,0,0,0
59855,Ammoniphilus,0,0,0,0,0,0
59856,Amphibacillus,0,0,0,0,0,0
59857,Aneurinibacillus,0,0,0,0,0,0
59858,Anoxybacillus,0,0,0,0,0,0
59859,Bacillus,0,0,0,0,0,0
59860,Brevibacillus,0,0,0,0,0,0
59861,Brochothrix,0,0,0,0,0,0
59862,Caryophanon,0,0,0,0,0,0
59863,Exiguobacterium,0,0,0,0,0,0
59864,Filibacter,0,0,0,0,0,0
59865,Filobacillus,0,0,0,0,0,0
59866,Gemella,0,0,0,0,0,0
59867,Geobacillus,0,0,0,0,0,0
59868,Gracilibacillus,0,0,0,0,0,0
59869,Halobacillus,0,0,0,0,0,0
59870,Jeotgalibacillus,0,0,0,0,0,0
59871,Jeotgalicoccus,0,0,0,0,0,0
59872,Kurthia,0,0,0,0,0,0
59873,Lentibacillus,0,0,0,0,0,0
59874,Listeria,0,0,0,0,0,0
59875,Macrococcus,0,0,0,0,0,0
59876,Marinibacillus,0,0,0,0,0,0
59877,Marinococcus,0,0,0,0,0,0
59878,Oceanobacillus,0,0,0,0,0,0
59879,Oxalophagus,0,0,0,0,0,0
59880,Paenibacillus,0,0,0,0,0,0
59881,Paraliobacillus,0,0,0,0,0,0
59882,Pasteuria,0,0,0,0,0,0
59883,Planococcus,0,0,0,0,0,0
59884,Planomicrobium,0,0,0,0,0,0
59885,Saccharococcus,0,0,0,0,0,0
59886,Salibacillus,0,0,0,0,0,0
59887,Salinicoccus,0,0,0,0,0,0
59888,Sporolactobacillus,0,0,0,0,0,0
59889,Sporosarcina,0,0,0,0,0,0
59890,Staphylococcus,0,0,0,0,0,0
59891,Sulfobacillus,0,0,0,0,0,0
59892,Thermicanus,0,0,0,0,0,0
59893,Thermoactinomyces,0,0,0,0,0,0
59894,Thermobacillus,0,0,0,0,0,0
59895,Turicibacter,0,0,0,0,0,0
59896,Ureibacillus,0,0,0,0,0,0
59897,Virgibacillus,0,0,0,0,0,0
59898,Lactobacillales,35,0,0,0,0,0
59899,Abiotrophia,0,0,0,0,0,0
59900,Acetoanaerobium,0,0,0,0,0,0
59901,Aerococcus,0,0,0,0,0,0
59902,Agitococcus,0,0,0,0,0,0
59903,Alkalibacterium,0,0,0,0,0,0
59904,Allofustis,0,0,0,0,0,0
59905,Alloiococcus,0,0,0,0,0,0
59906,Atopobacter,0,0,0,0,0,0
59907,Carnobacterium,0,0,0,0,0,0
59908,Desemzia,0,0,0,0,0,0
59909,Dolosicoccus,0,0,0,0,0,0
59910,Dolosigranulum,0,0,0,0,0,0
59911,Enterococcus,0,0,0,0,0,0
59912,Eremococcus,0,0,0,0,0,0
59913,Facklamia,0,0,0,0,0,0
59914,Globicatella,0,0,0,0,0,0
59915,Granulicatella,0,0,0,0,0,0
59916,Ignavigranum,0,0,0,0,0,0
59917,Isobaculum,0,0,0,0,0,0
59918,Lactobacillus,0,0,0,0,0,0
59919,Lactococcus,0,0,0,0,0,0
59920,Lactosphaera,0,0,0,0,0,0
59921,Leuconostoc,0,0,0,0,0,0
59922,Marinilactibacillus,0,0,0,0,0,0
59923,Melissococcus,0,0,0,0,0,0
59924,Oenococcus,0,0,0,0,0,0
59925,Oscillospira,0,0,0,0,0,0
59926,Paralactobacillus,0,0,0,0,0,0
59927,Pediococcus,0,0,0,0,0,0
59928,Streptococcus,0,0,0,0,0,0
59929,Syntrophococcus,0,0,0,0,0,0
59930,Tetragenococcus,0,0,0,0,0,0
59931,Trichococcus,0,0,0,0,0,0
59932,Vagococcus,0,0,0,0,0,0
59933,Weissella,0,0,0,0,0,0
2292,Gemmatimonas aurantiaca,0,1,1,0,0,0
2296,Verrucomicrobia,5,0,1,0,0,0
60221,Opitutus,0,0,0,0,0,0
60222,Prosthecobacter,0,0,0,0,0,0
60223,Verrucomicrobium,0,0,0,0,0,0
60224,Victivallis,0,0,0,0,0,0
60225,Xiphinematobacter,0,0,0,0,0,0
2298,Planctomycetes,4,0,1,0,0,0
60112,Planctomyces,0,0,0,0,0,0
60113,Gemmata,0,0,0,0,0,0
60114,Isosphaera,0,0,0,0,0,0
60115,Pirellula,0,0,0,0,0,0
2300,Fibrobacteres,2,0,1,0,0,0
60126,Fibrobacter succinogenes,2,0,0,0,0,0
60128,Fibrobacter succinogenes succinogenes,0,1,0,0,0,0
60129,Fibrobacter succinogenes elongatus,0,1,0,0,0,0
60127,Fibrobacter intestinalis,0,1,0,0,0,0
2301,Spirochaetes,13,0,1,0,0,0
24811,Spirochaeta,0,0,0,0,0,0
24812,Borrelia,0,0,0,0,0,0
24813,Brevinema,0,0,0,0,0,0
24814,Clevelandina,0,0,0,0,0,0
24815,Cristispira,0,0,0,0,0,0
24816,Diplocalyx,0,0,0,0,0,0
24817,Hollandina,0,0,0,0,0,0
24818,Pillotina,0,0,0,0,0,0
24819,Treponema,0,0,0,0,0,0
24820,Serpulina,0,0,0,0,0,0
24821,Brachyspira,0,0,0,0,0,0
24822,Leptonema,0,0,0,0,0,0
24823,Leptospira,0,0,0,0,0,0
2302,Proteobacteria,5,0,1,0,0,0
2303,alpha Proteobacteria,8,0,1,0,0,0
57769,Rhodospirillales,0,0,0,0,0,0
57770,Rickettsiales,0,0,0,0,0,0
57771,Rhodobacterales,0,0,0,0,0,0
57772,Sphingomonadales,0,0,0,0,0,0
57773,Caulobacterales,0,0,0,0,0,0
57774,Rhizobiales,0,0,0,0,0,0
57775,Parvularcula bermudensis,0,1,0,0,0,0
57776,Kordiimonas gwangyangensis,0,1,0,0,0,0
2304,beta Proteobacteria,0,0,0,0,0,0
2305,delta Proteobacteria,8,0,1,0,0,0
65512,Desulfarculus baarsii,0,1,0,0,0,0
65513,Desulfovibrionales,0,0,0,0,0,0
65514,Desulfobacterales,0,0,0,0,0,0
65515,Desulfurellales,0,0,0,0,0,0
65518,Desulfuromonales,0,0,0,0,0,0
65519,Syntrophobacterales,0,0,0,0,0,0
65520,Bdellovibrionales,0,0,0,0,0,0
65521,Myxococcales,0,0,0,0,0,0
2306,gamma Proteobacteria,0,0,0,0,0,0
57768,epsilon Proteobacteria,0,0,0,0,0,0
59583,Actinobacteria,5,0,1,0,0,0
59934,Acidimicrobium ferrooxidans,0,1,1,0,0,0
59965,Actinomycetales,10,0,1,0,0,0
60032,Actinomycineae,5,0,1,0,0,0
59584,Actinomyces,0,0,0,0,0,0
59935,Actinobaculum,0,0,0,0,0,0
59936,Arcanobacterium,0,0,0,0,0,0
59946,Mobiluncus,0,0,0,0,0,0
59957,Varibaculum,0,0,0,0,0,0
60033,Corynebacterineae,9,0,1,0,0,0
59587,Corynebacterium,0,0,0,0,0,0
59591,Mycobacterium,0,0,0,0,0,0
59592,Nocardia,0,0,0,0,0,0
59988,Dietzia,0,0,0,0,0,0
59991,Gordonia,0,0,0,0,0,0
60012,Rhodococcus,0,0,0,0,0,0
60017,Skermania,0,0,0,0,0,0
60024,Tsukamurella,0,0,0,0,0,0
60027,Williamsia,0,0,0,0,0,0
60034,Micrococcineae,58,0,1,0,0,0
59585,Arthrobacter,0,0,0,0,0,0
59589,Micrococcus,0,0,0,0,0,0
59938,Citricoccus,0,0,0,0,0,0
59945,Kocuria,0,0,0,0,0,0
59947,Nesterenkonia,0,0,0,0,0,0
59949,Renibacterium,0,0,0,0,0,0
59950,Rothia,0,0,0,0,0,0
59955,Stomatococcus,0,0,0,0,0,0
59958,Yania,0,0,0,0,0,0
59960,Bogoriella,0,0,0,0,0,0
59961,Demetria,0,0,0,0,0,0
59967,Agreia,0,0,0,0,0,0
59968,Agrococcus,0,0,0,0,0,0
59969,Agromyces,0,0,0,0,0,0
59970,Arsenicicoccus,0,0,0,0,0,0
59973,Beutenbergia,0,0,0,0,0,0
59974,Brachybacterium,0,0,0,0,0,0
59975,Brevibacterium,0,0,0,0,0,0
59978,Cellulomonas,0,0,0,0,0,0
59979,Cellulosimicrobium,0,0,0,0,0,0
59980,Clavibacter,0,0,0,0,0,0
59982,Cryobacterium,0,0,0,0,0,0
59983,Curtobacterium,0,0,0,0,0,0
59985,Dermabacter,0,0,0,0,0,0
59986,Dermacoccus,0,0,0,0,0,0
59987,Dermatophilus,0,0,0,0,0,0
59989,Frigoribacterium,0,0,0,0,0,0
59990,Georgenia,0,0,0,0,0,0
59992,Intrasporangium,0,0,0,0,0,0
59993,Janibacter,0,0,0,0,0,0
59994,Jonesia,0,0,0,0,0,0
59995,Kineosphaera,0,0,0,0,0,0
59996,Knoellia,0,0,0,0,0,0
59997,Kytococcus,0,0,0,0,0,0
59998,Leifsonia,0,0,0,0,0,0
59999,Leucobacter,0,0,0,0,0,0
60000,Microbacterium,0,0,0,0,0,0
60001,Mycetocola,0,0,0,0,0,0
60002,Nostocoidia,0,0,0,0,0,0
60003,Oerskovia,0,0,0,0,0,0
60004,Okibacterium,0,0,0,0,0,0
60005,Ornithinicoccus,0,0,0,0,0,0
60006,Ornithinimicrobium,0,0,0,0,0,0
60008,Plantibacter,0,0,0,0,0,0
60009,Promicromonospora,0,0,0,0,0,0
60010,Rarobacter,0,0,0,0,0,0
60011,Rathayibacter,0,0,0,0,0,0
60013,Rhodoglobus,0,0,0,0,0,0
60014,Salana,0,0,0,0,0,0
60015,Salinibacterium,0,0,0,0,0,0
60016,Sanguibacter,0,0,0,0,0,0
60019,Subtercola,0,0,0,0,0,0
60020,Terrabacter,0,0,0,0,0,0
60021,Terracoccus,0,0,0,0,0,0
60022,Tetrasphaera,0,0,0,0,0,0
60023,Tropheryma,0,0,0,0,0,0
60028,Xylanibacterium,0,0,0,0,0,0
60029,Xylanimonas,0,0,0,0,0,0
60035,Micromonosporineae,11,0,1,0,0,0
59590,Micromonospora,0,0,0,0,0,0
59966,Actinoplanes,0,0,0,0,0,0
59971,Asanoa,0,0,0,0,0,0
59976,Catellatospora,0,0,0,0,0,0
59977,Catenuloplanes,0,0,0,0,0,0
59981,Couchioplanes,0,0,0,0,0,0
59984,Dactylosporangium,0,0,0,0,0,0
60007,Pilimelia,0,0,0,0,0,0
60018,Spirilliplanes,0,0,0,0,0,0
60025,Verrucosispora,0,0,0,0,0,0
60026,Virgisporangium,0,0,0,0,0,0
60036,Propionibacterineae,14,0,1,0,0,0
60037,Aeromicrobium,0,0,0,0,0,0
60038,Actinopolymorpha,0,0,0,0,0,0
60039,Friedmanniella,0,0,0,0,0,0
60040,Kribbella,0,0,0,0,0,0
60041,Luteococcus,0,0,0,0,0,0
60042,Marmoricola,0,0,0,0,0,0
60043,Microlunatus,0,0,0,0,0,0
60044,Micropruina,0,0,0,0,0,0
60045,Nocardioides,0,0,0,0,0,0
60046,Propionibacterium,0,0,0,0,0,0
60047,Propionicimonas,0,0,0,0,0,0
60048,Propioniferax,0,0,0,0,0,0
60049,Propionimicrobium,0,0,0,0,0,0
60050,Tessaracoccus,0,0,0,0,0,0
60051,Pseudonocardineae,18,0,1,0,0,0
60052,Actinoalloteichus,0,0,0,0,0,0
60053,Actinokineospora,0,0,0,0,0,0
60054,Actinopolyspora,0,0,0,0,0,0
60055,Actinosynnema,0,0,0,0,0,0
60056,Amycolatopsis,0,0,0,0,0,0
60057,Crossiella,0,0,0,0,0,0
60058,Kibdelosporangium,0,0,0,0,0,0
60059,Kutzneria,0,0,0,0,0,0
60060,Lechevalieria,0,0,0,0,0,0
60061,Lentzea,0,0,0,0,0,0
60062,Prauserella,0,0,0,0,0,0
60063,Pseudonocardia,0,0,0,0,0,0
60064,Saccharomonospora,0,0,0,0,0,0
60065,Saccharopolyspora,0,0,0,0,0,0
60066,Saccharothrix,0,0,0,0,0,0
60067,Streptoalloteichus,0,0,0,0,0,0
60068,Thermobispora,0,0,0,0,0,0
60069,Thermocrispum,0,0,0,0,0,0
60070,Streptomycineae,3,0,1,0,0,0
60071,Kitasatospora,0,0,0,0,0,0
60072,Streptomyces,0,0,0,0,0,0
60073,Streptoverticillium,0,0,0,0,0,0
60074,Streptosporangineae,15,0,1,0,0,0
60075,Acrocarpospora,0,0,0,0,0,0
60076,Actinomadura,0,0,0,0,0,0
60077,Herbidospora,0,0,0,0,0,0
60078,Microbispora,0,0,0,0,0,0
60079,Microtetraspora,0,0,0,0,0,0
60080,Nocardiopsis,0,0,0,0,0,0
60081,Nonomuraea,0,0,0,0,0,0
60082,Planobispora,0,0,0,0,0,0
60083,Planomonospora,0,0,0,0,0,0
60084,Planotetraspora,0,0,0,0,0,0
60085,Spirillospora,0,0,0,0,0,0
60086,Streptomonospora,0,0,0,0,0,0
60087,Streptosporangium,0,0,0,0,0,0
60088,Thermobifida,0,0,0,0,0,0
60089,Thermomonospora,0,0,0,0,0,0
60090,Frankineae,10,0,1,0,0,0
60091,Acidothermus,0,0,0,0,0,0
60092,Blastococcus,0,0,0,0,0,0
60093,Cryptosporangium,0,0,0,0,0,0
60094,Frankia,0,0,0,0,0,0
60095,Geodermatophilus,0,0,0,0,0,0
60096,Kineococcus,0,0,0,0,0,0
60097,Kineosporia,0,0,0,0,0,0
60098,Modestobacter,0,0,0,0,0,0
60099,Microsphaera,0,0,0,0,0,0
60100,Sporichthya,0,0,0,0,0,0
60101,Glycomyces,3,0,1,0,0,0
60242,Glycomyces harbinensis,0,1,0,0,0,0
60243,Glycomyces rutgersensis,0,1,0,0,0,0
60244,Glycomyces tenuis,0,1,0,0,0,0
60030,Coriobacteriales,8,0,1,0,0,0
59937,Atopobium,0,0,0,0,0,0
59939,Collinsella,0,0,0,0,0,0
59941,Coriobacterium,0,0,0,0,0,0
59942,Cryptobacterium,0,0,0,0,0,0
59943,Denitrobacterium,0,0,0,0,0,0
59944,Eggerthella,0,0,0,0,0,0
59948,Olsenella,0,0,0,0,0,0
59952,Slackia,0,0,0,0,0,0
60031,Rubrobacterales,4,0,1,0,0,0
59940,Conexibacter,0,0,0,0,0,0
59951,Rubrobacter,0,0,0,0,0,0
59953,Solirubrobacter,0,0,0,0,0,0
59956,Thermoleophilum,0,0,0,0,0,0
60102,Bifidobacteriales,9,0,1,0,0,0
60103,Actinocorallia,0,0,0,0,0,0
60104,Aeriscardovia,0,0,0,0,0,0
60105,Bifidobacterium,0,0,0,0,0,0
60106,Falcivibrio,0,0,0,0,0,0
60107,Gardnerella,0,0,0,0,0,0
60108,Parascardovia,0,0,0,0,0,0
60109,Pelczaria,0,0,0,0,0,0
60110,Scardovia,0,0,0,0,0,0
60111,Turicella,0,0,0,0,0,0
59595,Chrysiogenes arsenatis,0,1,1,0,0,0
59596,Thermomicrobium,2,0,1,0,0,0
59649,Thermomicrobium roseum,0,1,0,0,0,0
59650,Thermomicrobium fosteri,0,1,0,0,0,0
59597,Nitrospira,4,0,1,0,0,0
59651,Nitospira,0,0,0,0,0,0
59652,Leptospirillum,0,0,0,0,0,0
59653,Magnetobacterium,0,0,0,0,0,0
59654,Thermodesulfovibrio,0,0,0,0,0,0
59598,Deferribacteres,6,0,1,0,0,0
59655,Deferribacter,0,0,0,0,0,0
59656,Denitrovibrio,0,0,0,0,0,0
59657,Flexistipes,0,0,0,0,0,0
59658,Geovibrio,0,0,0,0,0,0
59659,Synergistes,0,0,0,0,2,0
59660,Caldithrix,0,0,0,0,2,0
59599,Chlorobi,6,0,1,0,0,0
59681,Chlorobium,0,0,0,0,0,0
59682,Ancalochloris,0,0,0,0,0,0
59683,Chlorobaculum,0,0,0,0,0,0
59684,Chloroherpeton,0,0,0,0,0,0
